id,image_name,boxes
20,19.1_04-04-35-000.jpg,"[[0.41452,0.813581,0.206746,0.372659,0.950862],[0.184413,0.836315,0.27219,0.326444,0.89819],[0.370389,0.487923,0.15159,0.392316,0.874668],[0.6977,0.721347,0.169135,0.37599,0.832791],[0.111729,0.271602,0.110235,0.270068,0.825399],[0.42254,0.125688,0.0483252,0.100756,0.184861]]"
21,32_02-02-17-500.jpg,"[[0.66028,0.20309,0.0839753,0.363794,0.933921],[0.322864,0.790693,0.272899,0.418615,0.893687]]"
22,14_03-02-17-500.jpg,"[[0.873074,0.26076,0.0411018,0.189571,0.927475],[0.623613,0.555318,0.130682,0.486549,0.922935],[0.182344,0.921423,0.234809,0.157154,0.913595],[0.857754,0.178471,0.0282282,0.106725,0.566799],[0.908869,0.263962,0.0283815,0.0888898,0.301128],[0.875908,0.15185,0.0167224,0.0415729,0.226613]]"
23,16.1_04-03-45-000.jpg,"[[0.969859,0.851709,0.0602828,0.296583,0.246435]]"
24,37_10-02-42-500.jpg,"[[0.558631,0.826608,0.167204,0.346784,0.951],[0.914509,0.848444,0.170983,0.303113,0.912811],[0.726738,0.254031,0.0630989,0.138912,0.829436],[0.495619,0.249822,0.0670584,0.224747,0.589712],[0.166513,0.143375,0.0147907,0.0725413,0.348824],[0.0961551,0.119188,0.013898,0.0328398,0.198858],[0.165923,0.144134,0.0148201,0.0780215,0.19082],[0.105382,0.115713,0.0164476,0.0339204,0.190711],[0.0967026,0.122314,0.0145162,0.0342356,0.189363]]"
25,21_11-00-37-500.jpg,"[[0.7959,0.22958,0.0664114,0.268966,0.853634],[0.01603,0.526644,0.0253107,0.137145,0.291068],[0.169077,0.958767,0.0997332,0.0824668,0.241561],[0.169255,0.958654,0.0997689,0.0826917,0.167363]]"
26,10.1_09-01-02-500.jpg,"[[0.283253,0.255516,0.0705084,0.288032,0.862851],[0.197411,0.275098,0.0640242,0.17053,0.66198],[0.364228,0.551916,0.0598881,0.0799557,0.655929],[0.663777,0.0231416,0.0161299,0.0403037,0.219807],[0.649288,0.0200865,0.0155698,0.0359531,0.206132],[0.659685,0.0213149,0.0168931,0.0366824,0.204488],[0.627063,0.0461257,0.0171181,0.0438385,0.174435]]"
27,13.1_05-01-02-500.jpg,[]
28,14_10-03-45-000.jpg,"[[0.488916,0.706209,0.204664,0.581246,0.943562],[0.873932,0.431438,0.0826768,0.354381,0.880056],[0.860205,0.268748,0.0382793,0.170338,0.878156]]"
29,10.1_11-04-47-500.jpg,"[[0.18159,0.436882,0.0788868,0.266248,0.688313],[0.363572,0.553088,0.0577482,0.0787284,0.532082],[0.116542,0.95674,0.0695194,0.0845868,0.531972],[0.664391,0.0236839,0.0157963,0.0399445,0.190288],[0.111148,0.957955,0.0775984,0.0840893,0.167546]]"
30,21_11-00-25-000.jpg,"[[0.0240325,0.45247,0.0382719,0.180518,0.802678],[0.765561,0.140834,0.0352555,0.17291,0.669115],[0.16838,0.957727,0.099708,0.0845457,0.270634]]"
31,32_12-01-02-500.jpg,"[[0.877261,0.757893,0.208762,0.483919,0.939359],[0.0431363,0.817495,0.0853387,0.364381,0.810342],[0.418901,0.288797,0.12672,0.446106,0.706263],[0.0424211,0.885457,0.0848422,0.229086,0.31421]]"
32,3_08-02-17-500.jpg,"[[0.172659,0.518784,0.12901,0.395065,0.888657],[0.288731,0.764713,0.133084,0.459255,0.502435]]"
33,10.1_12-00-37-500.jpg,"[[0.15336,0.370531,0.0501379,0.113163,0.657163],[0.235965,0.322888,0.0569461,0.189366,0.624053],[0.307969,0.168558,0.0526283,0.0865377,0.553517],[0.283456,0.258805,0.0590168,0.264508,0.490722]]"
34,37_10-01-40-000.jpg,"[[0.693886,0.850813,0.180629,0.297762,0.950196],[0.873006,0.803987,0.176463,0.391047,0.920132],[0.963859,0.87185,0.0722824,0.255644,0.735126],[0.493057,0.104678,0.0157525,0.0711059,0.454489],[0.958121,0.723403,0.0834199,0.353379,0.387609],[0.958958,0.680417,0.0817932,0.430246,0.180178]]"
35,10.1_06-04-10-000.jpg,"[[0.724857,0.838461,0.156053,0.323078,0.938771],[0.19491,0.382927,0.0779856,0.348953,0.912942],[0.333104,0.166984,0.0435703,0.145123,0.794569],[0.294276,0.276662,0.0669862,0.271252,0.759791],[0.414094,0.116439,0.0277504,0.115081,0.730035],[0.365597,0.55082,0.0625251,0.0751236,0.507781],[0.296922,0.210798,0.0563683,0.139402,0.221377],[0.414086,0.115788,0.0276227,0.109775,0.184652],[0.581711,0.796391,0.0615052,0.100416,0.183668],[0.62723,0.0452988,0.0178416,0.0427828,0.171067]]"
36,8_11-03-07-500.jpg,"[[0.644206,0.661698,0.178088,0.63667,0.909998]]"
37,3.1_03-01-15-000.jpg,"[[0.529794,0.888201,0.202178,0.223598,0.920537],[0.834065,0.14503,0.0593229,0.115487,0.869822],[0.433279,0.0910482,0.0581503,0.179812,0.795062],[0.774472,0.977658,0.0852652,0.0446835,0.585433],[0.934447,0.387858,0.0713795,0.116655,0.552373],[0.853894,0.294197,0.0723227,0.228365,0.487851],[0.434444,0.0898245,0.0532231,0.17609,0.401297]]"
38,37_07-02-30-000.jpg,"[[0.924281,0.910395,0.151438,0.179211,0.926524],[0.308408,0.157356,0.0288466,0.131145,0.709557]]"
39,3_01-00-25-000.jpg,"[[0.217535,0.877277,0.195141,0.245447,0.872297],[0.228574,0.735055,0.230148,0.529891,0.849637],[0.120066,0.25428,0.0482672,0.234605,0.72749]]"
40,13.1_04-03-32-500.jpg,"[[0.991757,0.171431,0.0160957,0.116461,0.219331]]"
41,37_01-02-30-000.jpg,"[[0.947269,0.940709,0.105046,0.118583,0.912641],[0.520993,0.134326,0.0294382,0.140691,0.869979],[0.830161,0.19833,0.0199621,0.0677677,0.1558]]"
42,37_12-02-17-500.jpg,"[[0.430121,0.80168,0.215342,0.394962,0.947052],[0.182847,0.152421,0.024287,0.0936003,0.789569],[0.961113,0.853022,0.0777732,0.293957,0.781671],[0.234484,0.956611,0.0890234,0.0867773,0.745728],[0.308051,0.142335,0.0240102,0.1019,0.494839],[0.959409,0.885257,0.0798069,0.229487,0.441516],[0.235438,0.956631,0.0895496,0.0809241,0.165503],[0.970194,0.859488,0.0561735,0.207606,0.153734]]"
43,32_04-01-02-500.jpg,"[[0.956697,0.647104,0.0866059,0.419472,0.907888],[0.728295,0.12164,0.106531,0.210654,0.82727]]"
44,10.1_04-05-50-000.jpg,"[[0.0538218,0.797264,0.107644,0.405473,0.918965],[0.295708,0.255416,0.0573519,0.266518,0.87478],[0.133145,0.349971,0.0582905,0.211145,0.830966],[0.216581,0.380577,0.0634213,0.254233,0.684803],[0.365333,0.552259,0.0630667,0.0764982,0.56784],[0.180784,0.261315,0.0361286,0.114777,0.406864],[0.518978,0.386894,0.0848807,0.270208,0.320867],[0.133303,0.348787,0.0564712,0.204398,0.183001],[0.593947,0.0351833,0.0230606,0.0549463,0.169197]]"
45,13.1_03-01-02-500.jpg,"[[0.521723,0.68027,0.121573,0.55778,0.933419]]"
46,8_10-03-57-500.jpg,"[[0.741279,0.83649,0.266147,0.326882,0.928798]]"
47,3.1_02-04-22-500.jpg,[]
48,14.1_05-01-02-500.jpg,"[[0.220461,0.465105,0.0781879,0.314911,0.647783],[0.220461,0.465105,0.0781879,0.314911,0.416093]]"
49,3_06-02-30-000.jpg,"[[0.244126,0.779861,0.213734,0.436394,0.838757]]"
50,37_09-00-25-000.jpg,"[[0.887857,0.863388,0.171902,0.269096,0.944344],[0.102378,0.124377,0.0154814,0.0316348,0.254973]]"
51,19.1_14-02-42-500.jpg,"[[0.607307,0.291302,0.109984,0.482171,0.946752],[0.343606,0.36552,0.141357,0.352128,0.923201],[0.435075,0.138082,0.0315688,0.0795495,0.1873]]"
52,35_10-00-50-000.jpg,"[[0.356309,0.468893,0.10889,0.349113,0.82674],[0.241202,0.87883,0.277931,0.24234,0.807966],[0.195659,0.870958,0.196438,0.258083,0.772445]]"
53,10.1_13-06-02-500.jpg,"[[0.143405,0.361228,0.0631815,0.292498,0.875686],[0.199087,0.26986,0.0455217,0.119122,0.692819],[0.364203,0.553474,0.0578949,0.0849378,0.473091],[0.660798,0.0205969,0.014984,0.0357995,0.235938],[0.796322,0.398576,0.0455576,0.257174,0.223356],[0.800539,0.397055,0.0521519,0.254686,0.192432],[0.663217,0.0226273,0.0157291,0.0400052,0.188946],[0.593913,0.0371776,0.0237188,0.0526113,0.181066],[0.627179,0.0451566,0.0166001,0.0448622,0.169837],[0.649101,0.0202898,0.0155479,0.0356365,0.164248]]"
54,14_03-00-37-500.jpg,"[[0.879081,0.376458,0.0669705,0.292236,0.926356],[0.811772,0.33373,0.05922,0.299226,0.922771],[0.60155,0.560422,0.132159,0.508232,0.895912],[0.91103,0.253594,0.0341769,0.141548,0.788823],[0.901467,0.185585,0.0254993,0.113518,0.263328]]"
55,21_10-04-10-000.jpg,"[[0.666109,0.33422,0.0920226,0.378041,0.944926],[0.109589,0.296034,0.0347883,0.160496,0.874568],[0.790983,0.176386,0.0239858,0.107808,0.748892],[0.0426213,0.34752,0.0381875,0.129445,0.702404],[0.942266,0.137872,0.0210994,0.106857,0.677635],[0.0118613,0.738301,0.0237024,0.146304,0.659469],[0.773681,0.159952,0.0202801,0.104536,0.541507],[0.0189473,0.477543,0.0375614,0.228558,0.528554],[0.75484,0.164179,0.0218793,0.113297,0.5133],[0.0196503,0.477357,0.038925,0.216079,0.400963],[0.168491,0.95878,0.099521,0.0824397,0.277578],[0.0115033,0.709114,0.0230067,0.209301,0.196439],[0.00574536,0.661289,0.0114907,0.0902012,0.192908]]"
56,32_01-03-45-000.jpg,"[[0.96488,0.662989,0.0702407,0.416003,0.836337]]"
57,32_06-02-30-000.jpg,"[[0.392703,0.752231,0.21897,0.495066,0.939927],[0.883044,0.76127,0.178047,0.477264,0.933569],[0.969127,0.691529,0.0617464,0.392428,0.480612],[0.813515,0.163667,0.0925784,0.286669,0.450185],[0.804189,0.087367,0.0627916,0.134823,0.314529]]"
58,14_13-05-12-500.jpg,"[[0.444723,0.722411,0.170766,0.55084,0.943518],[0.894752,0.247704,0.0356957,0.188901,0.898012]]"
59,19.1_08-02-05-000.jpg,"[[0.113449,0.236555,0.119145,0.36025,0.913246],[0.421009,0.126232,0.0522867,0.0981828,0.270895],[0.0434894,0.162611,0.086051,0.321191,0.252451],[0.0414082,0.156774,0.0823263,0.313548,0.163145]]"
60,3_05-00-50-000.jpg,"[[0.250897,0.783121,0.190149,0.431913,0.645047]]"
61,13.1_02-06-02-500.jpg,"[[0.520216,0.234095,0.0849532,0.339721,0.875477]]"
62,21_12-04-22-500.jpg,"[[0.587188,0.368034,0.0891,0.392374,0.940338],[0.175794,0.340495,0.0776812,0.248328,0.906455],[0.717579,0.29318,0.0848635,0.436994,0.893632],[0.65238,0.340665,0.0744046,0.381385,0.762643],[0.298582,0.366889,0.0711272,0.298148,0.760311],[0.801263,0.266194,0.0694486,0.33703,0.751405],[0.963816,0.526889,0.0719128,0.426548,0.742814],[0.168375,0.957838,0.0997127,0.0843233,0.40212]]"
63,19.1_04-04-47-500.jpg,"[[0.172666,0.840979,0.257413,0.315608,0.935595],[0.872685,0.434867,0.168452,0.481289,0.916959],[0.502721,0.913724,0.176416,0.171974,0.901488],[0.109804,0.273394,0.105726,0.273549,0.801245],[0.431855,0.12868,0.0313732,0.094949,0.179544],[0.42178,0.125956,0.0463491,0.0990799,0.166134]]"
64,10.1_13-00-00-000.jpg,"[[0.235501,0.304087,0.0656959,0.240671,0.874496],[0.0434212,0.533547,0.0838283,0.358584,0.873381],[0.364355,0.550483,0.0600788,0.0813399,0.502021],[0.188858,0.237764,0.0348565,0.0797312,0.33445],[0.188376,0.271364,0.0408293,0.152306,0.221728]]"
65,37_03-03-57-500.jpg,"[[0.625769,0.840611,0.17203,0.318778,0.939593],[0.884308,0.937536,0.171647,0.124928,0.907295],[0.978228,0.876879,0.0431093,0.245697,0.25898],[0.695339,0.931776,0.0572127,0.133059,0.204685],[0.971658,0.963148,0.0539999,0.070789,0.155762]]"
66,3.1_11-03-07-500.jpg,"[[0.477928,0.0548833,0.0472495,0.10531,0.839391]]"
67,37_08-03-45-000.jpg,"[[0.504992,0.125946,0.0304953,0.12469,0.852887],[0.759467,0.206539,0.033405,0.0999836,0.227713]]"
68,3.1_05-00-25-000.jpg,"[[0.515073,0.891499,0.147628,0.217003,0.92294],[0.515495,0.120216,0.0874556,0.236506,0.848756],[0.850624,0.280706,0.0768395,0.256481,0.210174]]"
69,35_02-00-25-000.jpg,"[[0.362194,0.452893,0.207817,0.657548,0.937148],[0.179467,0.897394,0.316822,0.205212,0.901648],[0.613534,0.307144,0.170708,0.614289,0.897749],[0.529725,0.0665844,0.0619421,0.131923,0.757613],[0.660229,0.0794846,0.0583443,0.157753,0.370139]]"
70,21_13-00-25-000.jpg,"[[0.649099,0.414436,0.105886,0.466569,0.932457],[0.811331,0.469362,0.113827,0.293319,0.915733],[0.148768,0.292988,0.0407802,0.174633,0.907423],[0.115367,0.303102,0.038103,0.168808,0.842896],[0.928632,0.536493,0.11231,0.238292,0.503865],[0.169147,0.959089,0.0944833,0.0818219,0.389328],[0.928632,0.536493,0.11231,0.238292,0.236688],[0.0876702,0.263591,0.0243373,0.0822827,0.19708],[0.0878608,0.277766,0.0248307,0.112769,0.162516]]"
71,14_08-00-00-000.jpg,"[[0.771365,0.293637,0.0495134,0.313698,0.910483],[0.903706,0.249536,0.0340535,0.153756,0.779327],[0.761792,0.14961,0.0245561,0.0824653,0.425529],[0.788726,0.149106,0.0184336,0.061432,0.17056]]"
72,21_08-04-35-000.jpg,"[[0.627411,0.277239,0.07923,0.285412,0.904702],[0.783153,0.150623,0.0333888,0.172366,0.821356],[0.800517,0.169305,0.0290554,0.13701,0.810634],[0.93204,0.196768,0.0354408,0.197319,0.805721],[0.0601411,0.537953,0.0628462,0.204091,0.779919],[0.931417,0.216312,0.0370058,0.232461,0.592423],[0.0109902,0.661899,0.0216271,0.158748,0.53452],[0.0599429,0.540081,0.0610934,0.203348,0.204596]]"
73,19.1_03-02-30-000.jpg,"[[0.121793,0.273138,0.138044,0.370085,0.931739],[0.735365,0.100827,0.065816,0.196825,0.895754],[0.93261,0.48852,0.13478,0.365402,0.614736],[0.93261,0.48852,0.13478,0.365402,0.159707]]"
74,37_06-02-42-500.jpg,"[[0.521175,0.800811,0.221352,0.398379,0.943302],[0.951176,0.827616,0.0976483,0.344769,0.898472],[0.522893,0.123798,0.0238809,0.111482,0.822594],[0.168925,0.154386,0.0202306,0.0950069,0.813924],[0.496101,0.0988354,0.0237316,0.0649634,0.501504]]"
75,21_03-01-02-500.jpg,"[[0.11906,0.296211,0.0357801,0.159369,0.822637],[0.853156,0.163685,0.0196409,0.0711326,0.558406],[0.0782435,0.26075,0.018525,0.0761429,0.247292],[0.0336253,0.374318,0.0362934,0.129574,0.20565],[0.847336,0.180063,0.0266262,0.108765,0.173446],[0.00780055,0.603264,0.0155057,0.119864,0.167364]]"
76,14.1_02-00-37-500.jpg,"[[0.359231,0.664807,0.0966144,0.398492,0.942466],[0.773768,0.481979,0.0774853,0.34968,0.903296],[0.744924,0.429062,0.0450947,0.25145,0.602022],[0.744856,0.422906,0.0396408,0.252027,0.519032],[0.449905,0.88366,0.175159,0.232679,0.294874]]"
77,10.1_00-00-00-000.jpg,"[[0.364912,0.551541,0.0626983,0.0785767,0.506192],[0.201184,0.272036,0.0608276,0.166901,0.311069],[0.200194,0.273488,0.0625672,0.171745,0.285065],[0.308276,0.276403,0.0596601,0.283548,0.265466]]"
78,16.1_01-05-50-000.jpg,"[[0.97028,0.843537,0.0594404,0.312926,0.307297]]"
79,10.1_09-04-47-500.jpg,"[[0.344478,0.133421,0.0553894,0.149181,0.915584],[0.235262,0.311878,0.074347,0.250682,0.890651],[0.399593,0.109623,0.0393969,0.0969781,0.832538],[0.363949,0.550363,0.0606027,0.0768844,0.569452],[0.192146,0.241476,0.03284,0.0961753,0.272829],[0.180954,0.288197,0.0484119,0.183766,0.223025]]"
80,10.1_09-01-15-000.jpg,"[[0.24169,0.317198,0.0989736,0.278723,0.653777],[0.36327,0.553658,0.0589871,0.0817984,0.567062],[0.189105,0.272548,0.0469894,0.162361,0.491077],[0.189308,0.243788,0.0432042,0.106995,0.40046],[0.593732,0.0375183,0.0227928,0.0505396,0.180289],[0.800663,0.388982,0.0531637,0.254051,0.15425]]"
81,32_02-03-45-000.jpg,"[[0.840996,0.716876,0.233064,0.566248,0.919575],[0.852669,0.239656,0.0852293,0.136934,0.901026]]"
82,3.1_03-00-00-000.jpg,"[[0.31443,0.810926,0.154741,0.378147,0.941966],[0.558756,0.589063,0.1299,0.553314,0.941444],[0.760865,0.035145,0.0436812,0.0677515,0.33362]]"
83,13.1_07-02-30-000.jpg,"[[0.525166,0.0761961,0.0513236,0.146594,0.806058]]"
84,3_07-02-42-500.jpg,"[[0.62221,0.318668,0.103448,0.297201,0.912982],[0.378364,0.722395,0.178821,0.546921,0.910785],[0.155801,0.405218,0.063568,0.144199,0.184075]]"
85,35_02-01-52-500.jpg,"[[0.332923,0.502635,0.187334,0.595352,0.937814],[0.706161,0.781838,0.291711,0.43308,0.932833],[0.644481,0.273541,0.131367,0.542013,0.905612],[0.215066,0.773975,0.260461,0.450575,0.67566],[0.597985,0.0473087,0.0566925,0.092945,0.520939],[0.534613,0.0872784,0.0630164,0.170489,0.489814],[0.311563,0.932532,0.0586735,0.13051,0.248948],[0.215066,0.773975,0.260461,0.450575,0.15248]]"
86,19.1_06-01-15-000.jpg,"[[0.760736,0.823847,0.176371,0.349584,0.94271],[0.203474,0.441357,0.185683,0.49593,0.901217],[0.355185,0.0957827,0.100036,0.191565,0.75713],[0.0909966,0.177882,0.060519,0.175013,0.450437]]"
87,3_09-04-10-000.jpg,"[[0.696198,0.23875,0.0814373,0.236863,0.912096],[0.242292,0.778957,0.181557,0.435779,0.623496],[0.23558,0.782151,0.191938,0.42898,0.537986],[0.280166,0.776468,0.209484,0.438215,0.260651]]"
88,37_00-02-42-500.jpg,"[[0.30439,0.187013,0.0488865,0.193614,0.894735],[0.907146,0.291721,0.0315653,0.0853177,0.463653],[0.486395,0.0936002,0.0121138,0.056897,0.426442],[0.976091,0.886409,0.047573,0.224844,0.226201]]"
89,19.1_02-04-47-500.jpg,"[[0.659089,0.10281,0.07717,0.197875,0.905001],[0.726293,0.0671533,0.0651715,0.126688,0.611377],[0.420803,0.126023,0.0480559,0.100512,0.209672],[0.431775,0.137045,0.0316481,0.0828281,0.198337],[0.33444,0.103743,0.0653882,0.199294,0.164773]]"
90,21_10-05-00-000.jpg,"[[0.63778,0.255015,0.0598979,0.279097,0.912291],[0.130675,0.307962,0.0426949,0.189864,0.909364],[0.721165,0.620919,0.183701,0.758161,0.887413],[0.83785,0.287404,0.0821137,0.286278,0.78541],[0.0160465,0.488954,0.0319976,0.23897,0.672089],[0.963874,0.305834,0.0342684,0.25404,0.665775],[0.457977,0.329107,0.0504574,0.310281,0.635241],[0.794399,0.187894,0.0278934,0.0956012,0.625311],[0.168664,0.957671,0.100563,0.0846575,0.345343],[0.0159485,0.49428,0.0311518,0.229093,0.212871]]"
91,3.1_09-03-07-500.jpg,"[[0.52891,0.0975557,0.0713036,0.187658,0.175758]]"
92,14.1_02-00-00-000.jpg,"[[0.721926,0.486709,0.070414,0.352484,0.889198],[0.181194,0.9514,0.0720792,0.0924812,0.620503]]"
93,35_04-04-47-500.jpg,"[[0.33746,0.484728,0.184981,0.667846,0.929812],[0.823857,0.630395,0.210401,0.665284,0.925465],[0.54758,0.838933,0.2873,0.320974,0.911647],[0.620432,0.199207,0.146738,0.397042,0.817338],[0.411108,0.057438,0.0584009,0.108193,0.717706],[0.537345,0.0554935,0.0521645,0.104519,0.460546]]"
94,13.1_04-06-02-500.jpg,"[[0.437276,0.718786,0.225585,0.559444,0.903329],[0.0346697,0.189264,0.0232918,0.0590651,0.395823]]"
95,21_12-03-20-000.jpg,"[[0.783022,0.406929,0.075351,0.420358,0.907419],[0.5981,0.304709,0.0928977,0.344835,0.90088],[0.954339,0.495321,0.0845815,0.386248,0.896546],[0.701502,0.424555,0.0858737,0.511278,0.889208],[0.680981,0.161961,0.0248462,0.156768,0.393763]]"
96,14_06-06-15-000.jpg,"[[0.404725,0.767714,0.136799,0.45991,0.937947],[0.719395,0.514265,0.101934,0.323691,0.934046],[0.584356,0.517469,0.12445,0.474641,0.89431],[0.859303,0.197376,0.0303339,0.132569,0.850886],[0.903737,0.253551,0.0281203,0.138648,0.432071],[0.310672,0.563909,0.096797,0.179404,0.411263],[0.311909,0.626949,0.10777,0.307607,0.154391]]"
97,32_13-05-50-000.jpg,"[[0.894482,0.811662,0.207013,0.376675,0.934076],[0.0841351,0.83932,0.16827,0.32136,0.916931],[0.05637,0.287755,0.0743318,0.231607,0.90746],[0.652625,0.906399,0.163893,0.187203,0.904165],[0.932088,0.61382,0.135824,0.260741,0.87382]]"
98,3_11-05-25-000.jpg,"[[0.24964,0.752761,0.222181,0.48129,0.766916]]"
99,21_00-01-40-000.jpg,"[[0.0453566,0.327074,0.0333834,0.115964,0.855834]]"
100,10.1_09-05-25-000.jpg,"[[0.343392,0.140832,0.0426659,0.140065,0.877394],[0.212782,0.386312,0.0950114,0.195972,0.831153],[0.189406,0.263709,0.0602202,0.11672,0.678017],[0.364922,0.550594,0.0587423,0.0767701,0.486121],[0.312227,0.184484,0.0608669,0.169928,0.270973],[0.627919,0.0457658,0.0170315,0.0463925,0.172219],[0.309828,0.170732,0.0557534,0.14446,0.167321]]"
101,10.1_09-00-50-000.jpg,"[[0.694158,0.769846,0.144022,0.458383,0.942951],[0.183993,0.281214,0.0577281,0.173732,0.567798],[0.364087,0.549346,0.0601212,0.0775246,0.42739]]"
102,37_11-01-15-000.jpg,"[[0.225478,0.198367,0.0409913,0.198421,0.942729],[0.297718,0.166494,0.0298263,0.13725,0.869591],[0.502729,0.105701,0.0188918,0.0776525,0.831309]]"
103,35_13-00-50-000.jpg,"[[0.738651,0.736035,0.22997,0.525081,0.941549],[0.29482,0.511661,0.23755,0.577331,0.93012],[0.728203,0.331053,0.196236,0.652121,0.910105],[0.628188,0.20053,0.126327,0.401059,0.906997],[0.912859,0.685243,0.17393,0.509868,0.868744],[0.390623,0.0555174,0.0356162,0.103712,0.213487]]"
